"descriptor","place_id_fk"
"Ravesteijniensis","6888"
"Ravestein","6888"
"Ravesteiniensis","6888"
"Ravestenensis","6888"
"Ravesteniensis","6888"
"Ravesteyn","6888"
"Ravestijn","6888"
"Ravestinensis","6888"
"Ravestiniensis","6888"
"Rebaiensis","6890"
"Rebasiensis","6890"
"Rebayensis","6890"
"Rebbecanus","7114"
"Rebbeek","7114"
"Rebecanus","7114"
"Rebeck","7114"
"Rebeckensis","7114"
"Rebecq","5999"
"Rebecque","7114"
"Rebeicanus","7114"
"Rebekanus","7114"
"Rebekensis","7114"
"Rebocensis","6892"
"Rebrcq","7114"
"Rebrugen","6981"
"Rebrux","6893"
"Recek","6894"
"Rechain","6668"
"Rechain Major","243"
"Rechajus","6895"
"Rechelensiis","6994"
"Rechelinchusanus","0"
"Rechemiensis","6896"
"Rechensis","6668"
"Rechlegheusanus","523"
"Rechlinchusanus","523"
"Rechlinclinchusanus","523"
"Rechlingerus","523"
"Rechlinghusanus","523"
"Rechlingusanus","523"
"Reck","522"
"Reckel","6897"
"Reckelenhusanus","523"
"Reckelhenhausianus","523"
"Reckem","6914"
"Recklin[k]hausen","6898"
"Recklinckhusanus","523"
"Recklincusanus","523"
"Recklinghusanus","523"
"Recklingusanus","523"
"Recklinhusanus","523"
"Recklinkhusanus","523"
"Recklinkrisanus","523"
"Reclicosanus","523"
"Reclinckusanus","523"
"Recogne","6899"
"Recorensis","6900"
"Redingen","6901"
"Redonensis","0"
"Redt","524"
"Reechautensis","6902"
"Reeck","6903"
"Reedt","524"
"Reelinghusanus","523"
"Reesensis","3718"
"Reesseghem","0"
"Reesseghen","6957"
"Reeth","524"
"Regensis","0"
"Regiomontanus","6905"
"Regis","6906"
"regno Castelle","751"
"regno Datie","2604"
"Regno Norwegie","6225"
"regno Polonie","6725"
"regno Scotie","7383"
"Regno Swecie","9080"
"Rehanarius","6907"
"Reickenhoviensis","6908"
"Reijen","7010"
"Reijmenam","528"
"Reijmenant","528"
"Reijmenantensis","528"
"Reijmsdael","0"
"Reijnlij","6936"
"Reijsbergen","7020"
"Reimenansius","528"
"reimmatriculatus","0"
"Reinclinchusanus","523"
"Reke","6912"
"Reken","6913"
"Reklinghusianus","523"
"Relemensis","6915"
"Relie","6916"
"Reliensis","6917"
"religiosus Everbodensis","0"
"Reltre","6918"
"Remagne","6919"
"Remenant","528"
"Remenensis","9117"
"Remensi","0"
"Remensis","525"
"Remesche","6920"
"Remich","6921"
"Remigiensis","6921"
"Reminghe","6922"
"Remmerswale","6911"
"Remmerswalis","6911"
"Remont","6923"
"Remtnis","6924"
"Renbachensis","6982"
"Renchiacensis","6926"
"Rendentensis","6927"
"Rendeux","6927"
"Rendeux Sanctae Mariae","6927"
"Rendu","6928"
"Renecensis","533"
"Renensis","6929"
"Renercensis","533"
"Renescure","6930"
"Renesse","6932"
"Renicastrensis","7017"
"Reniensis","6933"
"Renijnghe","6934"
"Reninge","6934"
"Reninghe","6934"
"Reninghelst","526"
"Reninghen","6934"
"Reniniensis","6935"
"Reniuiensis [Reniviensis]","0"
"Renli","6936"
"Renliacensis","6936"
"Renlicanensis","6936"
"Renlij","6936"
"Renly","6936"
"Renniniensis","6939"
"Renpensis","6940"
"Renselede","7180"
"Renselensis","6941"
"Rensij","6942"
"Rentij","6944"
"Renynghe","6934"
"Reolariensis","6945"
"Repermundanus","6946"
"Repigni","6947"
"Reppe","6948"
"Reralle","6949"
"Resellensis","6950"
"Resiensis","6951"
"Resimo","6952"
"Resire","6953"
"Resne","6954"
"Resputanus","6955"
"Ressaij","6956"
"Ressianus","6958"
"Ressimensis","6959"
"Resve","6974"
"Resves","6974"
"Resvez","6974"
"Resviensis","6974"
"Retensis","6962"
"Rethaniensis","6960"
"Rethensis","6962"
"Rethi","6962"
"Rethie","6962"
"Rethij","6962"
"Rethius","6962"
"Rethy","6962"
"Retnetensis","6963"
"Retselerensis","6965"
"Reules","6968"
"Reuliensis","6969"
"Reulij","6966"
"Reuly","6967"
"Reusel","6970"
"Reuselensis","6970"
"Reuslede","7180"
"Reutij","6971"
"Reux","5999"
"Revaliensis","0"
"Reve","6974"
"Revensis","6973"
"Revensteiniensis","6888"
"Reverst","4968"
"Reves","6974"
"Revesteniensis","6888"
"Reviniensis","6975"
"Revoniensis","6976"
"Revroije","6977"
"Reyckevorsilensis","7012"
"Reykevorsellensis","7012"
"Reymenam","528"
"Reymersvalensis","6911"
"Reyninge","6934"
"Reynoiensis","6978"
"Reyuli","6967"
"Rhedanus","6980"
"Rhedonensis","6938"
"Rhemensis","525"
"Rhenensis","525"
"Rheninensis","6984"
"Rheno-bergensis","6985"
"Rhenroyensis","6986"
"Rhete","6979"
"Rhetellensis","6961"
"Rhetensis","6962"
"Rheti","6987"
"Rhetij","6962"
"Rhetius","6962"
"Rhetj","6962"
"Rhijn Saterwonde","7015"
"Rhoda Sanctae Gertrudis","7504"
"Rhodanus","353"
"Rhodianus","353"
"Rhodiensis","353"
"Rhodio Sanctae Odae","573"
"Rhodio Sanctae Ode","573"
"Rhodio Sancti Petri","7545"
"Rhodio Speculi","541"
"Rhodio Sti Petri","7545"
"Rhodius","353"
"Rhoon","6989"
"Rhoterodamensis","537"
"Rhotnacensis","533"
"Rhotornacensis","6990"
"Riberacensis","6992"
"Ribocourtensis","6993"
"Richain","6668"
"Richelensis","6994"
"Richelle","6995"
"Richlinchusanus","523"
"Richlinckusensis","523"
"Richlinghusensis","523"
"Richlingusanus","523"
"Richolt","6996"
"Ricklinghusanus","523"
"Ricklingusano","523"
"Ricklinhisanus","523"
"Rickriengoeusanus","523"
"Riclinclusanus","523"
"Rictovianus","7005"
"Riddershoven","6998"
"Ridensis","7000"
"Ridlinganus","7001"
"Ridmacensis","6999"
"Rieensis","6910"
"Rien","7002"
"Rienne","7002"
"Riennensis","7002"
"Riesp","7003"
"Riethoven","7005"
"Riezes","0"
"Rifflart","7006"
"Rigensis","0"
"Rigglinhousanus","523"
"Rigsensart","7046"
"Rijchel","7011"
"Rijckel","7011"
"Rijckelensis","7011"
"Rijckemiensis","7008"
"Rijckevorsel","7012"
"Rijckvelt","7009"
"Rijkevorsel","7012"
"Rijkevorsselensis","7012"
"Rijmenam","528"
"Rijmenant","528"
"Rijmenantensis","528"
"Rijninghe","7013"
"Rijnsbergen","7016"
"Rijpelmundanus","7189"
"Rijpensis","7018"
"Rijpermundensis","7019"
"Rijsbergen","7020"
"Rijsbergensis","7020"
"Rijsbergh","7020"
"Rijsberghen","7020"
"Rijsburgensis","7020"
"Rijseaux","7022"
"Rijsede","375"
"Rijsegem","7021"
"Rijssensis","7023"
"Rijswijck","7024"
"Rijswyck","7024"
"Rijthovianus","7005"
"Rijthoviensis","7005"
"Riklinhasanus","523"
"Rilensis","7010"
"Rilime","7025"
"Rillaar","530"
"Rillaer","530"
"Rillaert","530"
"Rillannensis","7028"
"Rillarensis","530"
"Rillariensis","530"
"Rimburgensis","7029"
"Rimenensis","7030"
"Rimensis","0"
"Rimeriensis","7031"
"Rimmensis","7032"
"Rimmerswale","6911"
"Rinchinchusanus","523"
"Rinchlinchusanus","523"
"Rinckinclusanus","523"
"Rincklinghausanus","523"
"Rincklinhusanus","523"
"Rinclicuisanus","523"
"Rinclinchusanus","523"
"Rinclinhusanus","523"
"Rines","7033"
"Rinez","7034"
"Ringaviensis","6983"
"Ringhlinghusanus","523"
"Rinklilusanus","523"
"Rinklinkhusianus","523"
"Rinsart","7046"
"Rinsbergensis","7036"
"Rintelensis","7037"
"Ripelmundanus","7189"
"Ripensis","0"
"Ripensis regni Dacie","0"
"Riplemondanus","7189"
"Risbergensis","7038"
"Rissensis","7040"
"Rithove","7005"
"Rithoviensis","7005"
"Rithovii","0"
"Rithovius","7005"
"Rittensis","7041"
"Rivalienensis","0"
"Riveliensis","0"
"Rivensis","7042"
"Riviere","7044"
"Riviere Lagneau","7043"
"Rixensaert","7046"
"Rixensart","7046"
"Rixensartensis","7046"
"Rixtelius","763"
"Robacensis","7049"
"Robeckanus","7050"
"Robertimontanus","7052"
"Robertimontensis","7052"
"Robertinas","7053"
"Robertius","0"
"Robosee","6852"
"Roccourt","7063"
"Rocenensis","0"
"Rocensis","0"
"Rochellensis","7057"
"Rochensis","7058"
"Rocheus","7059"
"Rochildensis","0"
"Rochiniensis","7060"
"Rochlensis","7182"
"Rochnij","7061"
"Rockelingius","0"
"Rockestoir","7062"
"Rocklensis","7182"
"Roda Sancte Ode","573"
"Rodanus","7064"
"Rode","7065"
"Rode Sancti Petri","7545"
"Rodeducensis","7066"
"Rodensis","353"
"Rodiensis","353"
"Rodio Sanctae  Agathae","7492"
"Rodio Sancti Petri","7545"
"Rodius","353"
"Rodnacensis","533"
"Roelandt","0"
"Roelariensis","532"
"Roesbeeck","7114"
"Roesbeeckensis","7114"
"Roesbekanus","7114"
"Roesbeke","7114"
"Roeselensis","6970"
"Roesendaelensis","534"
"Roesendale","534"
"Roesendalensis","534"
"Roesendaliensis","534"
"Roesmalensis","7127"
"Roesmeer","7128"
"Roesselaere","532"
"Roessellaer","532"
"Roesterensis","535"
"Roeteredamensis","537"
"Roeulx","353"
"Roeux","353"
"Rofnialensis","7071"
"Roge","7072"
"Roggel","7073"
"Rogniensis","7074"
"Rognze","7075"
"Rohdanus","7076"
"Rohe","7077"
"Roie","7078"
"Roij","542"
"Roije","7163"
"Roijensis","7079"
"Roisart","7081"
"Roisin","7080"
"Roixmiroir","541"
"Rojardi Pontanus","0"
"Rolandia","7082"
"Rolaniensis","532"
"Rolanus","532"
"Rolariensis","532"
"Rolducensis","4751"
"Rolducque","7048"
"Roldusis","4751"
"Rollariensis","532"
"Rolleghem","7085"
"Rolleghem Capelle","7086"
"Rollij","7090"
"Rolloux","7087"
"Rollu","7087"
"Rolly","7090"
"Roloux","7087"
"Rolsard","7088"
"Rolvaensis","7089"
"Romane","0"
"Romaniensis","7092"
"Romanus","740"
"Romedein","7093"
"Romedijs","7093"
"Romedine","7093"
"Romere","7095"
"Romeree","7095"
"Romeriensis","7095"
"Romeroij","7096"
"Romiroij","541"
"Romiroir","541"
"Rommeree","7095"
"Rommerie","7097"
"Rommeriensis","7095"
"Rommersdorf","6864"
"Rommerswalensis","6911"
"Romponcelle","7099"
"Romree","7095"
"Romreensis","7095"
"Romreij","7095"
"Romsdorp","7187"
"Ronckier","7109"
"Roncq","7107"
"Roncquier","7109"
"Roncquiers","7109"
"Roncurianus","7100"
"Rondelins","7101"
"Ronduille","7102"
"Ronedenensis","7103"
"Ronequiers","7109"
"Rongmerensis","7104"
"Rongnier","7105"
"Ronhier","7106"
"Ronkier","7108"
"Ronnen","7672"
"Ronquier","7109"
"Ronquiere","7109"
"Ronquieres","7109"
"Ronquiers","7109"
"Ronquriensis","7109"
"Ronsart","7110"
"Ronssartensis","7110"
"Rontsen","7111"
"Rooborst","7054"
"Roobost","7054"
"Roodt","7112"
"Roomsdorpe","7113"
"Roordi Pontanus","3048"
"Roosbecanus","7114"
"Roosbeck","7114"
"Roosbeckanus","7114"
"Roosbeeck","7114"
"Roosbeke","7114"
"Roosenaechen","7165"
"Roosenaecken","7165"
"Roosenbecanus","7114"
"Roosendael","7166"
"Roosendaelensis","7166"
"Roosendalensis","7166"
"Roost","7115"
"Roosteren","535"
"Roosvalensis","7166"
"Rooth-Vianden","536"
"Rordansensis","7067"
"Rosae Vallensis","7166"
"Rosae-Vallensis","7166"
"Rosaevalensis","7166"
"Rosaevallensis","7166"
"Rosavallensis","7166"
"Rosbecanus","7114"
"Roscensis","0"
"Roschaldensis","0"
"Roschildensis","0"
"Roschouwiensis","7117"
"Roschyldensis","0"
"Roscildensis","0"
"Roscomensis","7117"
"Roscommoniensis","7117"
"Rose Vallensis","7166"
"Rosee","7118"
"Roselensis","7119"
"Roseletanus","7120"
"Rosenaeke","7165"
"Rosenbecanus","7114"
"Rosendaelensis","534"
"Rosendalensis","534"
"Rosendaliensis","534"
"Rosendallensis","534"
"Rosendelensis","534"
"Rosensis","0"
"Rosetanus","7123"
"Rosevallensis","7166"
"Rosier superiori","3658"
"Rosiere","7126"
"Rosière","7126"
"Rosiere Inferiori","6672"
"Rosiere Minori","6672"
"Rosiere Sancti Andreae","7126"
"Rosiere superiori","3660"
"Rosieres","7126"
"Rosieriensis","7126"
"Rosiers","7125"
"Rosiniensis","7126"
"Rosiriensis","7126"
"Rosirildensis","0"
"Rosirnensis","7126"
"Roskildensis","0"
"Roskilgensis","0"
"Rosmer","7128"
"Rosoi","7129"
"Rospontinus","7130"
"Rosschildensis","0"
"Rosseghem","6957"
"Rosselaer","7142"
"Rosselariensis","7142"
"Rosseldensis","0"
"Rossendalensis","534"
"Rossenensis","9118"
"Rossensis","9118"
"Rostenna","7134"
"Rostochiensis","7135"
"Rosucensis","7136"
"Rosudalensis","7137"
"Roswalensis","7138"
"Roterdamensis","537"
"Roterdammensis","537"
"Roterdamus","537"
"Roteredamensis","537"
"Roteredamus","537"
"Roternacensis","533"
"Roterodamendis","7140"
"Roterodamenses","0"
"Roterodamensis","537"
"Roterodamis","537"
"Roterodamus","537"
"Rotherodamensis","537"
"Rotherodamus","537"
"Rothnacensis","533"
"Rothnaco","533"
"Rothnagensis","0"
"Rothomagensis","9119"
"Rothornacensis","533"
"Rothselariensis","7142"
"Rotnacensis","533"
"Rotnacenssi","533"
"Rotnachensis","533"
"Rotomagensis","533"
"Rotomagiensis","533"
"Rotornacenses","533"
"Rotornacensis","533"
"Rotrodamus","7141"
"Rotselaer","7142"
"Rotselaere","7142"
"Rotselariensis","7142"
"Rottenantensis","533"
"Rottenbergensis","7143"
"Rottenburgensis","7144"
"Rottenfoffensis","0"
"Rotterdam","537"
"Rotterdamensis","537"
"Rotterdammis","537"
"Rotterdammus","537"
"Rotterdamus","537"
"Rotternacensis","533"
"Rotterodamensis","537"
"Rotterodamus","537"
"Rottmansterphiensis","7145"
"Rotzelariensis","7142"
"Roubrock","7171"
"Rouchaud","7147"
"Rouchaut","7056"
"Roudereux","7148"
"Rouderpensis","7149"
"Rouillion","538"
"Rouillon","538"
"Roulaere","532"
"Roulaliensis","532"
"Roularcensis","532"
"Roulardiensis","532"
"Roulariensis","532"
"Roulart","532"
"Roulauriensis","532"
"Roulduc","7084"
"Roulij","7152"
"Rouline","7153"
"Roulonensis","7154"
"Roumiroir","541"
"Roumiroix","541"
"Roumon","539"
"Roumont","539"
"Roumsdorp","7187"
"Roumuroir","541"
"Roupoigne","5305"
"Rouraliensis","532"
"Roursel","7155"
"Rousbrecanus","7114"
"Rousbrugge","0"
"Rousselariensis","532"
"Rouvereux","7156"
"Rouveroy","540"
"Rouvroij","540"
"Rouvroy","540"
"Roux","7157"
"Roux Miroir","541"
"Rouxmiroir","541"
"Rovallensis","7158"
"Rovellensis","7159"
"Roveracensis","7160"
"Rovillon","538"
"Roviniensis","7161"
"Roviomagensis","456"
"Roviroy","540"
"Roye","7163"
"Royensis","542"
"Roysee","7164"
"Rrotterodamus","537"
"Ruardi Ponte","3048"
"Ruardipontanus","7167"
"Ruastensis","7168"
"Rubeacensis","5083"
"Rubeaquintinus","7169"
"Rubeomentonsis","7151"
"Rubra Valle","0"
"Rubri Pontanus","6738"
"Rubrimontanus","7170"
"Rubripontanus","6738"
"Rubrouck","543"
"Rubroucx","543"
"Ruccaelingensis","7182"
"Ruckelingius","7181"
"Rucklingusanus","523"
"Ruddershoven","7172"
"Ruddervoorde","7173"
"Rudoniensis","7174"
"Ruefortensis","7055"
"Ruel","7175"
"Ruensis","7176"
"Ruetensis","7177"
"Ruette","7177"
"Ruijselensis","7180"
"Ruijslede","7180"
"Ruijssele","7180"
"Ruijsselede","7180"
"Ruillé","7178"
"Rumastensis","7183"
"Rumbeeck","544"
"Rumbeke","544"
"Rumbicanus","544"
"Rumen","7185"
"Rumestanus","7188"
"Rummen","7185"
"Rummensis","7185"
"Rummestensis","7184"
"Rumpensis","7186"
"Rumpst","7188"
"Rumpstensis","7188"
"Rumptensis","7188"
"Rums","7188"
"Rumst","7188"
"Rumstensis","7188"
"Rumstrop","7187"
"Rumts","7188"
"Rupe","0"
"Rupefontensis","7055"
"Rupefortensis","7055"
"Rupelmondanus","7189"
"Rupelmonde","7189"
"Rupelmondensis","7189"
"Rupelmondia","7189"
"Rupelmontanus","7189"
"Rupelmontensis","7189"
"Rupelmundanus","7189"
"Rupenses","4872"
"Rupensis","4872"
"Ruperemundanus","7189"
"Ruperfortanus","7055"
"Ruperfortenis","7055"
"Ruperfortensis","7055"
"Rupermundanus","7189"
"Rupl(emondanus)","7189"
"Ruplaemondanus","7189"
"Ruplaemundanus","7189"
"Ruplamundanus","7189"
"Rupleemundanus","7189"
"Ruplemondanus","7189"
"Ruplemondensis","7189"
"Ruplemundensis","7189"
"Ruppensis","4942"
"Rupraemondanus","7190"
"Rupremondanus","0"
"Rupurladensis","0"
"Rurae Mundanus","531"
"Rurae-Mundanus","531"
"Ruraemindensis","531"
"Ruraemondanus","531"
"Ruraemondensis","531"
"Ruraemundanus","531"
"Ruraemundensis","531"
"Ruremobdebsis","531"
"Ruremondanus","531"
"Ruremondensis","531"
"Ruremudensis","531"
"Ruremundanus","531"
"Ruremundenses","531"
"Ruremundensis","531"
"Rurimondensis","531"
"Rurmundanus","531"
"Rurmundensis","531"
"Ruselensis","7191"
"Ruslolensis","7194"
"Russeignies","7165"
"Russellen","7195"
"Russensis","7023"
"Russia","7193"
"Rusuelensis","7196"
"Rutensis","7197"
"Rutten","7197"
"Rutteni","7197"
"Ruttensis","7197"
"Ruxtellensis","7198"
"Ruysbergh","7199"
"Ruysbroeck","543"
"Ruysbrouck","543"
"Ruyssede","7180"
"Ruysselede","7180"
"Ruysserdanus","7200"
"Ruyst","7188"
"Ryensis","0"
"Rykelsem","7011"
"Rykeniensis","7201"
"Ryllariensis","530"
"Rymenant","528"
"Rysbergen","7020"
"Rythovius","7005"
"s Graveland","7205"
"s Gravenwesel","7210"
"s Heerenveen","4057"
"s Herenbergensis","7213"
"s Princeland","6793"
"S. Vito","7300"
"Saardammiensis","8993"
"Sabaudiensis","7323"
"Sabaudus","7323"
"Sabipontanus","6744"
"Sabiseranus","0"
"Sabisobrinus","7610"
"Sabisolranus","7610"
"Sabissolranus","7610"
"Sabulensis","7214"
"Sacello Sancti Lamberti","4946"
"sacerdos","0"
"sacerdos de Duaco","2729"
"Sachiniensis","7215"
"Sacletanus","7216"
"Sacri Romani Imperii nec non trium incorporatarum nationum Franconiae Swebiae et medii Rhenii eques Austriae inferioris Provincialis","0"
"Saetzelensis","7217"
"Saffelaer","706"
"Saffelaere","706"
"Saijsbinensis","0"
"Saille","7219"
"Sainctes","7271"
"Saint Amand","7220"
"Saint Aubain","7223"
"Saint Denijs","7498"
"Saint Forien","7262"
"Saint Geny","7235"
"Saint Gerard","7233"
"Saint Gerij","7235"
"Saint Geris","7235"
"Saint Germain","548"
"Saint Germain en Laije","7234"
"Saint Hubain","7223"
"Saint Jean Geest","7511"
"Saint Jean Last","7509"
"Saint Lambert","7238"
"Saint Leger","551"
"Saint Marcq","7240"
"Saint Mard","7241"
"Saint Martin","7243"
"Saint Remij","7254"
"Saint Sauveur","7257"
"Saint Servais","7259"
"Saint Vaast","7264"
"Saint Vaest","7264"
"Saint Vast","7264"
"Saint Vith","7299"
"Saintvas","7264"
"Sairebarre","7272"
"Sairon","7599"
"Salamantinensis","0"
"Salckhoviensis","7340"
"Salensis","7275"
"Saliburgensis","7287"
"Salinensis","7276"
"Salisburgensis","7287"
"Salisburiensis","7287"
"Salisufflensensis","7288"
"Sallamantiensis","0"
"Salle","7278"
"Salles","7279"
"Sallis","7279"
"Salmaigg","7282"
"Salmensis","7280"
"Salmensis Courti","7281"
"Salopiensis","7465"
"Salsberensis","7277"
"Salsburgenses","7287"
"Salsburgensis","0"
"Salturiensis","7284"
"Salveneriensis","7285"
"Salvenmeppensis","7286"
"Samarensis","0"
"Samart","7290"
"Sambe","4624"
"Sambeckanus","4624"
"Sambripontanus","7292"
"Sambrisoleranus","7610"
"Sambrisolranus","7610"
"Samelsolranus","7610"
"Samine","7293"
"Samisiensis","7294"
"Sammel","8996"
"Samre","7295"
"Samrer","7295"
"Sanct Jeanges","7511"
"Sancta Anna in Dottelaere","1834"
"Sancta Catharina Waver","7518"
"Sancta Maria Oudenhove","569"
"Sancta Oda","0"
"Sancta Reinelde","7547"
"Sanctae Annae","7495"
"Sanctae Anne in Flandria","7495"
"Sanctae Catharinae Waver","7518"
"Sanctae Crucis","7521"
"Sanctae Genovevae","7268"
"Sanctae Gertrudis","8395"
"Sanctae Livens Essche","7529"
"Sanctae Mariae","0"
"Sanctae Mariae Horebeeck","7532"
"Sanctae Mariae Waver","6365"
"Sanctae Odae","573"
"Sanctae Odae Rhodanus","573"
"Sanctae Odae Rodanus","573"
"Sanctae Ode Rhodensis","573"
"Sanctae Ode Rodanus","573"
"Sanctae Ode Rodensis","573"
"Sanctae Remeldis","7270"
"Sanctae Udae Rhodanus","573"
"Sancte Andreae","9101"
"Sancte Andree","9101"
"Sancte Andree in Scotia","9101"
"Sancte Caecilia","7267"
"Sancte Odae Rodanus","573"
"Sancte Ode Rhodanus","573"
"Sancte Oderode","573"
"Sanctensis","7271"
"Sancti Aegidii","7505"
"Sancti Aegidij","7505"
"Sancti Amandi","7220"
"Sancti Amans","0"
"Sancti Andrea","9101"
"Sancti Andree","9101"
"Sancti Andree in Anglia","9101"
"Sancti Andree in Schotia","9101"
"Sancti Andree in Scocia","9101"
"Sancti Andree in Scotia","9101"
"Sancti Antelins","0"
"Sancti Anthonij","0"
"Sancti Argidii","562"
"Sancti augustini","0"
"Sancti Benedicti","0"
"Sancti Bernardi","7225"
"Sancti Cornelii Hoorebeker","7520"
"Sancti Cornelij","0"
"Sancti Dionijsii","547"
"Sancti Dionisii","0"
"Sancti Dionisij","547"
"Sancti Dionissi","547"
"Sancti Dionysii","547"
"Sancti Egidi","562"
"Sancti Egidii","562"
"Sancti Egidij","7505"
"Sancti Francisci","0"
"Sancti Gaugerici","7235"
"Sancti Gerardi","7233"
"Sancti Gerij","7235"
"Sancti Gertudis","7503"
"Sancti Huberti","550"
"Sancti Huberti fano","550"
"Sancti Huberti Lille","563"
"Sancti Jangareest","7511"
"Sancti Job in 't Goor","7513"
"Sancti Jobi in't Goor","7513"
"Sancti Lamberti","7238"
"Sancti Lamberti Libersart","5085"
"Sancti Laurentii","7524"
"Sancti Laurentii Berchem","0"
"Sancti Leodegarii","551"
"Sancti Martin Balatre","7538"
"Sancti Martini","7538"
"Sancti Martini ad Furnam","643"
"Sancti Martini Balade","7244"
"Sancti Martini Balatre","7245"
"Sancti Martini Lennick","7530"
"Sancti Martini Lennicke","7530"
"Sancti Martini Lenniq","7530"
"Sancti Medardi","7247"
"Sancti Nicolai","571"
"Sancti Nicolai Horebeek","4406"
"Sancti Nicolaii","571"
"Sancti Nicolaij","571"
"Sancti Nicolaj","571"
"Sancti Nicolao","571"
"Sancti Oedenroij","573"
"Sancti Pauli","575"
"Sancti Petri Albinensis","844"
"Sancti Petri Roda","7545"
"Sancti Quintini Lennick","7522"
"Sancti Quintini Lennicke","7522"
"Sancti Remigii Remensis","0"
"Sancti Remij Malbati","7255"
"Sancti Sijlvestri Capella","579"
"Sancti Stephani","7229"
"Sancti Sylvestris Capella","579"
"Sancti Trudonis","580"
"Sancti Vedasti","7264"
"Sancti Vincentij","0"
"Sancti Willebrordi","0"
"Sancti Willibrordi","0"
"Sancti Winoci Bergensis","7553"
"Sancti-Amandi","7220"
"Sanctie Amandi","7493"
"Sancto Aegidio","562"
"Sancto Albano","7223"
"Sancto Amando","7220"
"Sancto Andree","9101"
"Sancto Audomaro","574"
"Sancto Dionysio","547"
"Sancto Domingo","7228"
"Sancto Egidij","562"
"Sancto Egidio","562"
"Sancto Gerardo","7233"
"Sancto Germano ad Montem","548"
"Sancto Gielis","562"
"Sancto Gislene","549"
"Sancto Godio","0"
"Sancto Hilario","7237"
"Sancto Huberto","550"
"Sancto Lamberto","0"
"Sancto Lamberto et Libersart","8041"
"Sancto Lamberto Libersart","8041"
"Sancto Lamberto Liberzart","8041"
"Sancto Martino","7243"
"Sancto Mauro","7246"
"Sancto Nicolao","571"
"Sancto Ode-Rode","573"
"Sancto Paulo","575"
"Sancto Petro","7251"
"Sancto Pourim","575"
"Sancto Salvatore","7257"
"Sancto Sebastiano","7258"
"Sancto Sijmphociano","7262"
"Sancto Trudone","580"
"Sancto Vedasto","7264"
"Sancto Venantio","7264"
"Sancto Vincentio","7266"
"Sancto Vito","7299"
"Sandhoven","707"
"Sandtberge","8997"
"Sanpanus","0"
"Sansenensis","7301"
"Sanson","7296"
"Santaille","7302"
"Santberge","8997"
"Santbergen","8997"
"Santeaudorodamus","573"
"Santensis","7303"
"Santeoderodamus","573"
"Santeoderodanus","573"
"Santhonensis","0"
"Santhoven","707"
"Santhoviensis","707"
"Santhovius","707"
"Santi Andree","9101"
"Santopaulinus","7252"
"Santopolensis","7252"
"Santvleit","708"
"Santvletanus","708"
"Santvliet","708"
"Santvlietanus","708"
"Santvlietensis","708"
"Santvlitensis","708"
"Santwliet","708"
"Sanvliet","708"
"Sanzeille","7439"
"Sarbize","4701"
"sarcerdos","0"
"Sardimiensis","7304"
"Sare","7305"
"Saresbernensis","0"
"Saresbyriensis","0"
"Sarlardinge","9005"
"Sarlardingen","9005"
"Sarlardinghen","9005"
"Sarlinganus","3934"
"Sarlouis","0"
"Sarnensis","0"
"Sars","7306"
"Sart","552"
"Sart Damavelin","7309"
"Sart Dame Aveline","7309"
"Sart dame Avelinnas","7309"
"Sart Dame Avilinnes","7309"
"Sart Melin","7308"
"Sartdamme Avelinne","7309"
"Sartes Herbe","553"
"Sarthottiensis","7311"
"Sartiniensis","0"
"Sarto Dominae Avelinae","7309"
"Sarto Domine Avellice","7309"
"Sarto Sancti Joannis","564"
"Sarusburgensis","0"
"Sasein","7313"
"Sassa Gandensis","7312"
"Sassa-Gandensis","7312"
"Sassensis","7312"
"Sassiportu Gandensi","7312"
"Sastingensis","7218"
"Sateldalensis","7314"
"Satliensis","7315"
"Saubaudia","7323"
"Saubaudiensis","7323"
"Sauniensis","7317"
"Sautain","7318"
"Sautheul","7318"
"Sauthour","7319"
"Sautin","7318"
"Sautinne","7318"
"Sauvenier","7320"
"Saveltensis","7321"
"Savelthem","0"
"Savelthensis","710"
"Savenier","7320"
"Saventem","710"
"Saventenloe","7322"
"Saventensis","710"
"Saventenus","710"
"Saventhem","710"
"Saventhenniensis","710"
"Savethem","710"
"Savetoniensis","0"
"Saxo","7324"
"Scaffensis","7336"
"Scagensis","7337"
"Scagis","7337"
"Scagius","7337"
"Scalcovianus","7340"
"Scaldunensis","7325"
"Scapenensis","7326"
"Scaperoncanus","7327"
"Scarenbecanus","7333"
"Scarensis","0"
"Scarpiniensis","7328"
"Scasinensis","2809"
"Scatensis","7329"
"Scauenburgensis","7330"
"Scausiniensis","2809"
"Scavensis","7331"
"Scedamensis","556"
"Scedammensis","556"
"Scedammius","556"
"Sceldewindeke","7350"
"Sceloniensis","7332"
"Sceneffiensis","7426"
"Scerguis","0"
"Scerpenisse","7359"
"Schaeckhoven","7334"
"Schaerbecanus","7333"
"Schaerbeek","7333"
"Schaerbetranus","7333"
"Schaerembecanus","7333"
"Schaersen","7335"
"Schaffen","7336"
"Schaffenensis","7336"
"Schaffensis","7336"
"Schaften","7336"
"Schagen","7337"
"Schagensis","7337"
"Schagiensis","7337"
"Schaijckensis","7338"
"Schalchoven","7340"
"Schalckhoven","7340"
"Schalckhoviensis","7340"
"Schalkoven","7340"
"Schalten","7341"
"Schaltoviensis","7340"
"Schanze Nostre Dame","2252"
"Schapen","7342"
"Scharbeeck","7333"
"Scharebeke","7333"
