"descriptor","place_id_fk"
"de Horpa(l)","4418"
"de Horren","4400"
"de Horscot","469"
"de Horst","4422"
"de Hostafen","4331"
"de Hosterwica","6397"
"de Hostrate","295"
"de Hostraten","295"
"de Hostratensis","295"
"de Hostrihante","6545"
"de Hou","0"
"de Houbis","0"
"de Houchstraten","295"
"de Houdain","4440"
"de Houdewatere","6526"
"de Hougardia","4318"
"de Hougardis","4318"
"de Houkercken","4473"
"de Houkerke","4473"
"de Houplinis","4452"
"de Houres","4456"
"de Houtain","4461"
"de Houtave","4464"
"de Houteferne","0"
"de Houtem","4465"
"de Houtem Episcopi","668"
"de Houten","4466"
"de Houtenisse","4386"
"de Houthalen","4469"
"de Houthallen","4469"
"de Houthem","4465"
"de Houthem Sancti Livini","566"
"de Houthevere","6509"
"de Houtheveren","4470"
"de Houtkerke","4473"
"De Houven","294"
"de Houvis","300"
"de Houwaert","4477"
"de Houwart","4477"
"de Houwert","4477"
"de Hove","300"
"de Hove Sancti Laurentii","300"
"de Hovinis (Hovius)","4328"
"de Hovis","300"
"de Hoxem","4344"
"de Hoyo","0"
"de Hubertinghen","4166"
"de Hucquliers","4497"
"de Hucsden","0"
"de Huen","0"
"de Huenis","0"
"de Huensis","292"
"de Huesdem","285"
"de Huesden","285"
"de Huesdeyn","285"
"de Huese","0"
"de Hueto","0"
"de Huevis","0"
"de Hugaerdis","4318"
"de Hugardia","4318"
"de Hugardis","4318"
"de Huio","292"
"de Hulberghen","302"
"de Huldeberch","302"
"de Huldebergha","302"
"de Huldenberg","302"
"de Huldenberghe","302"
"de Hullenberghen","302"
"de Hullenberghis","302"
"de Hulpa","4518"
"de Hulsant","0"
"de Hulsberch","303"
"de Hulsberge","303"
"de Hulsel","4519"
"de Hulsout","4521"
"de Hulst","304"
"de Hulsthout","4521"
"de Humbeka","4524"
"de Humelegem","4526"
"de Humelghem","4526"
"de Humelgin","4526"
"de Humleghen","4526"
"de Hunnis","0"
"de Hunsbeeck","4533"
"de Huntiscota","4374"
"de Huo","292"
"de Huonis","292"
"de Hupasia","305"
"de Huppasio","305"
"de Husden","285"
"de Husdunio","4509"
"de Husengis","0"
"de Husim","0"
"de Husninco","0"
"de Hussen","4538"
"de Hussinia","0"
"de Huutkerke","8139"
"de Huwaert","4477"
"de Huweto","0"
"de Huycsberghe","0"
"de Huyet","4478"
"de Huyeto","4478"
"de Huyio","292"
"de Huyo","292"
"de Huysden","0"
"de Hybernia","4560"
"de Hyndinio","0"
"de Hysca","730"
"de Hyspe","0"
"de Idenbergis","2825"
"de Idenbergo","2825"
"de Idenborgo","2825"
"de Idenburgo","2825"
"de Ierseke","8981"
"de Iesto","0"
"de Ijrps","0"
"de Ijrseke","8981"
"de Illeis","4571"
"de Ilsten","4563"
"de Immelghem","2911"
"de Immenstadt","4576"
"de Imminde","0"
"de Impe","4577"
"de Imschoeten","0"
"de Inccusia","2948"
"de Inchusia","2948"
"de Inckhuyse","2948"
"de Incusia","2948"
"de Inde","0"
"de Indinio","0"
"de Inferiore Weert","6068"
"de Inferiori Lintris","449"
"de Inferiori Mierdt","4884"
"de Ingelmunster","4582"
"de Inghenmunster","4582"
"de Iniaco","3478"
"de Inneto","4586"
"de Insulis","529"
"de Iodonio","0"
"de Iperis","306"
"de Ipres","306"
"de Ipris","306"
"de Irps","0"
"de Irseke","8981"
"de Irseken","8981"
"de Irsekin","8981"
"de Irsick","8981"
"de Isca","6556"
"de Isca Inferiore","6082"
"de Isca Inferiori","6082"
"de Isca Superiori","730"
"de Ischa","730"
"de Ischa Superiori","730"
"de Ische","6556"
"de Iselsteen","8986"
"de Iselstein","8986"
"de Iseltam","0"
"de Isgem","4614"
"de Iska Superiori","730"
"de Isscha","6556"
"de Istelsteijn","4564"
"de Itigom","4605"
"de Itria","4608"
"de Itter","6420"
"de Iurenensis","0"
"de Ivia","0"
"de Ivodio","5999"
"de Jacea","4645"
"de Jacea Magna","4645"
"de Jacelot","4646"
"de Jachea","4645"
"de Jachea Magna","4645"
"de Jachia","4645"
"de Jacia","4645"
"de Jack","0"
"de Jacobo","0"
"de Jamongen","0"
"de Jandraco","0"
"de Janshoven","0"
"de Jarsvelt","4617"
"de Jasia","4645"
"de Jassia","4645"
"de Jendraco","0"
"de Jenepia","224"
"de Jeris","0"
"de Jerpinia","3433"
"de Jeumont","4664"
"de Jeveren","4665"
"de Jocomont","4664"
"de Jocomonta","4664"
"de Jocomonte","4664"
"de Jocundo Monte","4664"
"de Jocundomonte","4664"
"de Jodoinio","218"
"de Jolani","4676"
"de Jorke","8984"
"de Joslet","0"
"de Judio","0"
"de Jueck","4663"
"de Juliaco","3764"
"de Jumaris","0"
"de Jumeto","314"
"de Jutfaes","4705"
"de Juveto","0"
"de Juvieto","0"
"de Juweto","0"
"de Jvia","0"
"de Kalisia","0"
"de Kalmpthout","4715"
"de Kampenhout","318"
"de Karseto","0"
"de Kasleto","322"
"de Kasterle","325"
"de Kaudekerke","4823"
"de Keerberge","4736"
"de Keerbergen","4736"
"de Keerberghen","4736"
"de Keerborghen","4736"
"de Keermpt","327"
"de Keersbeeck","0"
"de Kel","0"
"de Kelen","737"
"de Kelisia","0"
"de Kemexhe","4741"
"de Kemmel","4742"
"de Kemmele","4742"
"de Kemmelis","4742"
"de Kemseke","4746"
"de Kerbeeck","4754"
"de Kerberghen","4736"
"de Kerceto","6840"
"de Kerckem","4750"
"de Kerckwerve","4752"
"de Kercom","4750"
"de Kercwerve","4752"
"de Kercworve","4752"
"de Kerimpt","327"
"de Kerkem","4750"
"de Kerki","2463"
"de Kerkum","4750"
"de Kermpt","327"
"de Kerpin","0"
"de Kersbeke","4754"
"de Kersselwert","4755"
"de Kessel","4756"
"de Kesseniinck","4758"
"de Kester","4760"
"de Kieldrecht","331"
"de Kildrecht","331"
"de Kilrechtoete","0"
"de Kliers","0"
"de Knechsel","4792"
"de Koeckhoeven","4797"
"de Korsel","4798"
"de Korsfoeck","0"
"de Kuenra","4842"
"de Kuenroe","4842"
"de Kunptich","4845"
"de Kyeldrecht","331"
"de Kyldrech","331"
"de Kyldrericht","331"
"de Kysen","0"
"de la Haye","4862"
"de la Motte","4864"
"de la Wastine","8699"
"de Lacea","0"
"de Ladeuse","4880"
"de Ladeuze","4880"
"de Ladonia","5295"
"de Laer","344"
"de Laerden","0"
"de Laerhoven","0"
"de Laewardia","4995"
"de Laheye","0"
"de Laken","4892"
"de Lakene","4892"
"de Laloo","0"
"de Lamberga","0"
"de Lamcourt","0"
"de Lamme","0"
"de Lana","4889"
"de Lancvelt","0"
"de Landanifa","0"
"de Lande","349"
"de Landen","349"
"de Landene","349"
"de Landerchie","4913"
"de Landerchijs","4913"
"de Landercy","4913"
"de Landericia","4913"
"de Landis","0"
"de Landonia","349"
"de Landorp","4917"
"de Landraco","349"
"de Landricia","4913"
"de Landrisio","4913"
"de Langamarca","350"
"de Langdorp","4917"
"de Langendike","1977"
"de Langhedick","1977"
"de Langhedijc","1977"
"de Langhedijck","1977"
"de Langhedyck","1977"
"de Langre","4924"
"de Langrensis","0"
"de Lania","0"
"de Lanio","0"
"de Lanooy","4928"
"de Lanskroen","0"
"de Lansmaria","0"
"de Lanterminge","0"
"de Lapide","0"
"de Lare","344"
"de Lasinia","0"
"de Lastinia","4948"
"de Lattin","4950"
"de Latuto","345"
"de Lauda","4952"
"de Laudino","4938"
"de Laudyn","0"
"de Le Tornaco","168"
"de Lebbecka","355"
"de Lebbeeck","355"
"de Lec","0"
"de Leckerkerck","5017"
"de Leckerkercke","5017"
"de Ledis","0"
"de Leefdael","359"
"de Leefdale","359"
"de Leeke","0"
"de Leen","0"
"de Leend","4985"
"de Leende","4985"
"de Leendt","4985"
"de Leene","0"
"de Leenen","5999"
"de Leent","4985"
"de Leer","4987"
"de Leerdam","4989"
"de Leerdammis","4989"
"de Leerna","4990"
"de Leesinia","0"
"de Leeus","9056"
"de Leeuwardia","4995"
"de Leeuwen","4996"
"de Leeuwerdia","4995"
"de Leeuwis","9056"
"de Leeuwis Petri","576"
"de Leeuwiw","9056"
"de Leew","9056"
"de Leewardia","4995"
"de Leewijs Sancti Petri","576"
"de Leewis","9056"
"de Lefdale","359"
"de Leffeghen","4999"
"de Leffingen","4999"
"de Leffinghe","4999"
"de Leffinghen","4999"
"de Leffynghe","4999"
"de Leghem","4981"
"de Leida","5004"
"de Leiden","5004"
"de Leidis","5004"
"de Leigne","5009"
"de Leijdis","5004"
"de Leiscinia","364"
"de Lellio","0"
"de Lembeca","5022"
"de Lembeka","5022"
"de Lembeke","5022"
"de Lemberga","5024"
"de Lenamunda","0"
"de Leniaco Sancti Quintini","7522"
"de Lenis","5032"
"de Lennick","5033"
"de Lennick Sancti Quintini","7522"
"de Lens","362"
"de Lensel","0"
"de Lenso","362"
"de Lenz","362"
"de Leodeo","392"
"de Leodia","392"
"de Leodio","392"
"de Leon","5039"
"de Leon le Fauve","0"
"de Lepine","5042"
"de Lerdammis","4989"
"de Lesce","5054"
"de Leschielle","5055"
"de Leschinia","364"
"de Lescinia","364"
"de Lescinis","364"
"de Lesconia","0"
"de Lesschinia","364"
"de Lessinia","364"
"de Lessinis","364"
"de Lest","0"
"de Lestenis","364"
"de Lesteniz","364"
"de Lesthinia","364"
"de Lestinis","364"
"de Lestinis inferioribus","364"
"de Lestrem","5062"
"de Lestren","5062"
"de Lestrien","0"
"de Leti(a) Valle","0"
"de Leto Monte","0"
"de Leuvardia","4995"
"de Leuwardia","4995"
"de Leuwe","9056"
"de Leuwerdia","4995"
"de Leuwergem","4997"
"de Leuwerghem","4997"
"de Leuwijs","9056"
"de Leuwis","9056"
"de Leuwis Petri","576"
"de Leuwis Sancti Petri","576"
"de Leuwys","9056"
"de Leuwys Sancti Petri","576"
"de Leux","0"
"de Leuzo","0"
"de Levardia","4995"
"de Levedael","359"
"de Levendaele","359"
"de Levis","9056"
"de Lewaerdia","4995"
"de Lewardia","4995"
"de Lewense","0"
"de Lewerdia","4995"
"de Lewergheem","4997"
"de Lewes","9056"
"de Lewet","0"
"de Lewis","9056"
"de Lewordia","4995"
"de Lexmonda","5080"
"de Ley","0"
"de Leyda","5004"
"de Leyden","5004"
"de Leydis","5004"
"de Leydshovia","0"
"de Leyn","0"
"de Leyns","0"
"de Libbeeck","390"
"de Libbeka","390"
"de Libbeke","390"
"de Libeke","390"
"de Liberco","0"
"de Libertini","5088"
"de Liberto Sarto","5085"
"de Libisch","0"
"de Liborch","0"
"de Liburcio","5082"
"de Lic","0"
"de Licemella","5176"
"de Lich","5095"
"de Lichtervelde","5097"
"de Lickhout","0"
"de Lidrop","5111"
"de Liedekercke","5103"
"de Liedekerken","5103"
"de Liefringhe","5104"
"de Liekerke","5101"
"de Lienden","4912"
"de Lienen","5108"
"de Lienta","0"
"de Liera","3"
"de Lierop","5111"
"de Liewardia","4995"
"de Ligno","5126"
"de Lijra","3"
"de Likerke","5103"
"de Likopago","0"
"de Lillae","376"
"de Lille","375"
"de Lillo","376"
"de Lilloe","376"
"de Lilo","376"
"de Limalia","5138"
"de Limalie","5138"
"de Limalio","5138"
"de Limania","0"
"de Limbeka","0"
"de Limborch","377"
"de Limburch","377"
"de Limburgh","377"
"de Limburgo","377"
"de Limelet","378"
"de Limeleta","378"
"de Limmelis","5145"
"de Limmen","5146"
"de Limonia","0"
"de Linalia","0"
"de Linborch","377"
"de Lincellis","5173"
"de Linchault","0"
"de Linconia","0"
"de Linde","5160"
"de Lindefels","5161"
"de Linden","5160"
"de Linea","0"
"de Linevoers","0"
"de Liniaco","5033"
"de Liniaco Sancti Martini","567"
"de Liniaco Sancti Quintini","7522"
"de Linseel","5173"
"de Linteris","5179"
"de Linteris Inferiori","449"
"de Linteris superiori","6422"
"de Lintheri Inferiori","449"
"de Lintheris","6421"
"de Lintheris Inferiori","449"
"de Linthris","5179"
"de Lintria","5179"
"de Lintris","5179"
"de Lintris Inferiori","449"
"de Lippin (de Lippia)","5187"
"de Lira","3"
"de Lirop","5111"
"de Lirra","3"
"de Lisbona","5205"
"de Lishout","5113"
"de Lismele","5176"
"de Lismello","5176"
"de Lismeslo","5176"
"de Lissemeel","5176"
"de Lith","5208"
"de Livonia","5221"
"de Lo","5226"
"de Loch","5234"
"de Lochem","5235"
"de Lochhere","0"
"de Loco Cristi","5236"
"de Loco dicto Indenbroeck","0"
"de Locomonte","0"
"de Lodenvelsch","0"
"de Lodyck","5238"
"de Loe","0"
"de Loebeeck","0"
"de Loemel","5259"
"de Loemele","5259"
"de Loemmel","5259"
"de Loen","1790"
"de Loen opt Sant","389"
"de Loenbeeck","5282"
"de Loeneghem","0"
"de Loenen","5244"
"de Loenhout","5245"
"de Loenhoute","5245"
"de Loesdrecht","5283"
"de Loevergen","4997"
"de Logille","0"
"de Loin","5248"
"de Loion","0"
"de Lokere","384"
"de Lokeren","384"
"de Loleto","0"
"de Lombarside","5254"
"de Lombeke","5255"
"de Lomel","5259"
"de Lomel circa Buscumducis","0"
"de Lommel","5259"
"de Lommoel","5259"
"de Lona [Lovanio]","2"
"de Londer","5263"
"de Londerseel","386"
"de Londersel","386"
"de Londersele","386"
"de Londerserl","386"
"de Londerzeel","386"
"de Londinio","5262"
"de Londino","5262"
"de Londonia","5262"
"de Londonio","5262"
"de Londris","5262"
"de Londuco","5341"
"de Londyno","5262"
"de Longa Villa","388"
"de Longavilla","388"
"de Longaville","388"
"de Longdonia","5262"
"de Longo Campo","5266"
"de Longo Prato","0"
"de Longo Querco oriundus","0"
"de Longoforo","350"
"de Lonis","0"
"de Lonnis","0"
"de Lonnyko","0"
"de Lonsim","5260"
"de Lonso","0"
"de Loo","5279"
"de Looen","1790"
"de Loon","5281"
"de Loonbeke","5282"
"de Loonen","1790"
"de Loonhout","5245"
"de Lorgi","5290"
"de Lorgie","5290"
"de Los","0"
"de Loscastro","0"
"de Lostatio","0"
"de Lostraten","0"
"de Lotangia","0"
"de Lotharingia","5302"
"de Lothoringia","5302"
"de Lotringia","5302"
"de Lottaringia","5302"
"de Lottoringia","5302"
"de Loubemberch","0"
"de Lounrevaelle","0"
"de Louvanio","2"
"de Louvegnies","0"
"de Louvico","0"
"de Lovania","2"
"de Lovanie","2"
"de Lovanio","2"
"de Lovaniolo","2"
"de Lovanis","2"
"de Lovendeghem","5311"
"de Lovendighen","5311"
"de Lovengioel","5312"
"de Lovenioil","5312"
"de Lovinco","0"
"de Lowardia","4995"
"de Loynhout","5245"
"de Lubbeeck","390"
"de Lubbike","5322"
"de Lubbruck","0"
"de Lubeca","390"
"de Lubecca","390"
"de Lubecka","390"
"de Lubecke","390"
"de Lubeeck","390"
"de Lubeka","390"
"de Lubeke","390"
"de Luberghe","5280"
"de Lubes","0"
"de Lubica","0"
"de Lubico","5322"
"de Lubike","5322"
"de Lucemburgo","5355"
"de Lucenburgo","5355"
"de Luchemburgo","5355"
"de Ludenschede","5326"
"de Lueto","0"
"de Lugduno","5364"
"de Lumbeca","0"
"de Lumborch","0"
"de Lumen","393"
"de Lummalia","5259"
"de Lummel","5259"
"de Lummen","393"
"de Lummenis","393"
"de Lummis","393"
"de Lumnis","393"
"de Lunbeka","0"
"de Lundynis","5262"
"de Lunenburgo","5342"
"de Lunnis","0"
"de Luodio","392"
"de Luscinia","0"
"de Lushsenborch","5355"
"de Lussenburgo","5355"
"de Lutersia","495"
"de Luthosa","367"
"de Luthra","4709"
"de Lutosa","367"
"de Lutoza","367"
"de Lutsemburgo","5355"
"de Lutsenborch","5355"
"de Lutsenburge","5355"
"de Lutsenburgho","5355"
"de Lutsenburgo","5355"
"de Lutzemborch","5355"
"de Lutzemburgo","5355"
"de Lutzenborgo","5355"
"de Lutzenburgo","5355"
"de Luweto","0"
"de Luxembourch","5355"
"de Luxemburgo","5355"
"de Luxenburgo","5355"
"de Luycxgesel","5358"
"de Luythagen","5336"
"de Lyc","0"
"de Lycart","0"
"de Lycen","0"
"de Lydrop","5111"
"de Lyera","3"
"de Lyeshout","5113"
"de Lygduno","5364"
"de Lykerke","5102"
"de Lymborch","377"
"de Lymeta","0"
"de Lymminis","0"
"de Lyniaco","0"
"de Lynt","0"
"de Lynteris","5179"
"de Lynteris Inferiori","449"
"de Lynthris","5179"
"de Lyntris Superiori","6422"
"de Lyra","3"
"de Lyrop","5111"
"de Lysens","0"
"de Lyshout","5113"
"de Lysmella","0"
"de Lywardia","4995"
"de Lywerdia","4995"
"de M….","0"
"de Maanua","0"
"de Machelina","409"
"de Machelinia","409"
"de Machilinia","409"
"de Machla","409"
"de Machlina","409"
"de Machlinea","409"
"de Machlinia","409"
"de Madenblick","5589"
"de Maeseick","5372"
"de Maeseijck","5372"
"de Maeseke","5372"
"de Maeseyc","5372"
"de Maeseyck","5372"
"de Maeslant","5373"
"de Maesseick","5372"
"de Maghelinia","409"
"de Magno Brogel","3733"
"de Magno Sundert","718"
"de Magno Zundert","718"
"de Magontia","5409"
"de Maguncia","5409"
"de Maidelhernis","5763"
"de Main","5408"
"de Mairieu","0"
"de Mal","0"
"de Mala Mechlinia","341"
"de Malbodia","5565"
"de Malbodio","5565"
"de Maldar","0"
"de Maldegem","399"
"de Maldeghem","399"
"de Malder","5999"
"de Malderen","5422"
"de Malenprez","400"
"de Malevia","401"
"de Malivia","401"
"de Malleo","0"
"de Malmandario","5434"
"de Malmogia in Datia","5435"
"de Malonia","0"
"de Maloniro","5398"
"de Malonna","5398"
"de Mansicuria","5449"
"de Maragie","0"
"de Marbaceto","0"
"de Marbais","5367"
"de Marbaris","0"
"de Marbasia","5465"
"de Marbasio","5465"
"de Marbassio","5465"
"de Marbodio","0"
"de Marbosio","5465"
"de Marcenis","5476"
"de Marcha","5516"
"de Marcheetier","0"
"de Marchenis","0"
"de Marchia","402"
"de Marchia Primello","0"
"de Marchien au Pont","403"
"de Marchienis","5478"
"de Marchienne","5478"
"de Marcia","5478"
"de Marcinellis","405"
"de Marcinenllis","405"
"de Maren","5495"
"de Maricelis","0"
"de Maricellis","0"
"de Maricolis","0"
"de Maricollis","0"
"de Marijlle","5510"
"de Marijs","0"
"de Marikerk","406"
"de Marilia","5510"
"de Marilis","5511"
"de Marillis","5511"
"de Marivilla","5544"
"de Marlenno","0"
"de Marloe","0"
"de Marncella","0"
"de Marnef","5523"
"de Marneff","5523"
"de Marneffia","5523"
"de Marnefia","5523"
"de Marovia","5932"
"de Marsenis","5478"
"de Marsia","5478"
"de Marsinis","5477"
"de Marthia","5483"
"de Martia","0"
"de Martiniaco","5537"
"de Martsia","0"
"de Marullis","5511"
"de Marvilla","5544"
"de Maseeck","5372"
"de Maseek","5372"
"de Maseich","5372"
"de Maseick","5372"
"de Maseijck","5372"
"de Maseike","5372"
"de Maseyc","5372"
"de Maseyck","5372"
"de Masica","0"
"de Masii","0"
"de Masino","0"
"de Masiria","0"
"de Masogne","0"
"de Massarys","0"
"de Masseke","5372"
"de Masseme","5556"
"de Masserijs","0"
"de Masteyn","0"
"de Mastrich","397"
"de Masyeck","5372"
"de Maubria","5566"
"de Maurick","5569"
"de Maurijck","5569"
"de Mayo Nouo","456"
"de Mazerijs","5726"
"de Mazerka","0"
"de Mecelinia","409"
"de Mecghlinia","409"
"de Mecglinia","409"
"de Mechala","409"
"de Mechalinia","409"
"de Mechelina","409"
"de Mechelinea","409"
"de Mechelinia","409"
"de Mechilina","409"
"de Mechilinia","409"
"de Mechinia","409"
"de Mechinis","5725"
"de Mechlenia","409"
"de Mechliina","409"
"de Mechlina","409"
"de Mechlinea","409"
"de Mechlinia","409"
"de Mechlinia Sancto Quintino","0"
"de Mechlinie","409"
"de Mechlinis","409"
"de Mechters","5587"
"de Meckeghem","0"
"de Meclinia","409"
"de Meddelhernis","5763"
"de Medeblick","5589"
"de Medenblech","5589"
"de Medenblic","5589"
"de Medenblick","5589"
"de Medenblijc","5589"
"de Medenblijck","5589"
"de Medenblyc","5589"
"de Meenenis","417"
"de Meenis","417"
"de Meer","5600"
"de Meerbeca","411"
"de Meerbeeck","410"
"de Meerbek","411"
"de Meerbeka","411"
"de Meerbeke","411"
"de Meerdo","5688"
"de Meere","5600"
"de Meerhaudt","412"
"de Meerhault","412"
"de Meerhaut","412"
"de Meerhoudt","412"
"de Meerhout","412"
"de Meesenis","5725"
"de Meessensis","5725"
"de Meeuwen","414"
"de Meffia","5595"
"de Meghen","415"
"de Meglinia","409"
"de Meis","5631"
"de Melbodio","5565"
"de Melbodis","5565"
"de Melbrouch","5662"
"de Melbrouck","5662"
"de Melchilinia","409"
"de Melchinia","409"
"de Meldart","5640"
"de Meldeburgh","5648"
"de Meldert","5640"
"de Meldria","0"
"de Melen","5647"
"de Melerico","0"
"de Melfordia","5762"
"de Meliaco","5651"
"de Meline","5651"
"de Melinio","5651"
"de Melinis","5651"
"de Melino","5651"
"de Melis","5642"
"de Mellaert","0"
"de Melle","5654"
"de Mellino","0"
"de Mellyn","5651"
"de Melnio","0"
"de Melsele","5663"
"de Melsene","5663"
"de Melyn","5651"
"de Memenis","417"
"de Menancourt","3042"
"de Mendosa","0"
"de Menenenis","417"
"de Menenes","417"
"de Menenis","417"
"de Menennis","417"
"de Menfhordia","0"
"de Meninis","417"
"de Menis","0"
"de Menonis","417"
"de Menyn","417"
"de Meppel","5673"
"de Mera","5600"
"de Merault","0"
"de Merbasio","5465"
"de Merbays","418"
"de Merbeech","410"
"de Merbeeck","410"
"de Merbeke","411"
"de Merberen","0"
"de Merbeys","418"
"de Merbijs","418"
"de Merbio","418"
"de Merbis","418"
"de Merbodio","5465"
"de Merbrijs","0"
"de Merbris","0"
"de Merbys","418"
"de Merchenis","0"
"de Mercherne","5682"
"de Merchtem","5682"
"de Merchtene","5682"
"de Merchtenensis","5682"
"de Merchtenis","5682"
"de Merchtensis","5682"
"de Merchteren","5682"
"de Merchteris","5682"
"de Merchterne","5682"
"de Mercten","5682"
"de Merctenis","5682"
"de Merda","0"
"de Merdin","0"
"de Mere","5689"
"de Meren","5600"
"de Merhault","0"
"de Merhout","412"
"de Merica","0"
"de Merillis","5510"
"de Merino","5697"
"de Meritono","5718"
"de Merkem","5698"
"de Merkerke","5606"
"de Merle","0"
"de Merlo","0"
"de Merlrys","0"
"de Meroda","5708"
"de Merode","5708"
"de Meroden","5708"
"de Mersenis","0"
"de Mert","0"
"de Merthenis","5717"
"de Merula","0"
"de Mervilla","0"
"de Mesclinia","409"
"de Mesenis","417"
"de Mesinis","5725"
"de Meslandia","5727"
"de Mesmalia","8829"
"de Messenis","5725"
"de Messinez","5725"
"de Messinis","5725"
"de Messino","5725"
"de Meteren","5563"
"de Meternis","5563"
"de Meternos","5563"
"de Methecoven","5741"
"de Methis","5744"
"de Metis","5744"
"de Meuwen","414"
"de Meuwis","414"
"de Mevenhoven","9027"
"de Mevill","0"
"de Mewen","414"
"de Meylen","5624"
"de Middeborch","425"
"de Middeburch","425"
"de Middeburgo","425"
"de Middelborch","425"
"de Middelbore","425"
"de Middelborgo","425"
"de Middelbourch","425"
"de Middelbourgh","425"
"de Middelburch","425"
"de Middelburg","425"
"de Middelburgh","425"
"de Middelburghis","425"
"de Middelburgho","425"
"de Middelburgis","425"
"de Middelburgo","425"
"de Middelhernis","5763"
"de Middelhernys","5763"
"de Middelhuis","0"
"de Midden","0"
"de Midderharnisse","5763"
"de Middilburgh","425"
"de Middlborch","425"
"de Midelburgo","425"
"de Mierbeec","410"
"de Mierbeeck","410"
"de Mierbeka","410"
"de Mierbeke","411"
"de Mierd Inferiori","4884"
"de Mierde","4332"
"de Mierde Inferiori","4884"
"de Mierde Superiori","4333"
"de Mierden","4332"
"de Mierdo","4884"
"de Mierdt Inferiori","4884"
"de Mierdt Superiori","4333"
"de Mierl","5768"
"de Mierle","5768"
"de Mierll","5768"
"de Mierlo","5768"
"de Mierloe","5768"
"de Mierloo","5768"
