"descriptor","Place_ID","place_standard"
"Oosterdamus","6389","Oosterdamus"
"Oosterekautanus","477","Oosterhout"
"Oosterhaultanus","477","Oosterhout"
"Oosterhaut","477","Oosterhout"
"Oosterhautanus","477","Oosterhout"
"Oosterhauve","6391","Oosterhoven"
"Oosterholtanus","477","Oosterhout"
"Oosterhout","477","Oosterhout"
"Oosterhoutanus","477","Oosterhout"
"Oosterkanus","6393","Oosterkanus"
"Oosterkentanus","6392","Oosterik"
"Oosterloe","6395","Oosterlo"
"Oosterloo","6395","Oosterlo"
"Oostermier","6396","Oosterwierum"
"Oosterseele","6399","Oosterzele"
"Oosteruvicanus","6397","Oosterwijk"
"Oostervicanus","6397","Oosterwijk"
"Oostervirius","6396","Oosterwierum"
"Oosterwekanus","6397","Oosterwijk"
"Oosterwicanus","6397","Oosterwijk"
"Oosterwickanus","6397","Oosterwijk"
"Oosterwiickanus","6397","Oosterwijk"
"Oosterwijcanus","6397","Oosterwijk"
"Oosterwijck","6397","Oosterwijk"
"Oosterwijckanus","6397","Oosterwijk"
"Oosterwinckelanus","6397","Oosterwijk"
"Oosterwinckeliensis","6397","Oosterwijk"
"Oosterwycanus","6397","Oosterwijk"
"Oosterwyck","6397","Oosterwijk"
"Oosterwyckanus","6397","Oosterwijk"
"Oosterzeetanus","6398","Oosterzee"
"Oostham","478","Oostham"
"Oostham pauper","478","Oostham"
"Oosthamme","478","Oostham"
"Oosthoviensis","6401","Oosthoven"
"Oostmael","6405","Oostmalle"
"Oostmalensis","6405","Oostmalle"
"Oostmalle","6405","Oostmalle"
"Oostmallensis","6405","Oostmalle"
"Oostnieuwkerke","479","Oostnieuwkerke"
"Oostroesbeke","6406","Oostrozebeke"
"Oostroosbelte","6406","Oostrozebeke"
"Oostwinckel","481","Oostwinkel"
"Ooteghem","6492","Otegem"
"Ooten","6407","Ooten"
"Ootingen","6307","Oetingen"
"Ootinghensis","486","Ottignies"
"Ootmarcensis","482","Ootmarsum"
"Ootmaschen","482","Ootmarsum"
"Oottingensis","486","Ottignies"
"Op Grimbi","6411","Opgrimbie"
"Opbracle","6408","Opbrakel"
"Opdorp","483","Opdorp"
"Opdorpe","483","Opdorp"
"Operbaix","6432","Opprebais"
"Operbasiensis","6432","Opprebais"
"Opgeleen","6410","Opgeleen"
"Ophain","6413","Ophain-Bois-Seigneur-Isaac"
"Ophaithe","6414","Ophaithe"
"Ophassel","6415","Ophasselt"
"Ophasselt","6415","Ophasselt"
"Ophay","6412","Ophain"
"Opheers","6416","Opheers"
"Opheim","6417","Opheim"
"Ophelselt","6415","Ophasselt"
"Ophem","692","Wezembeek-Oppem"
"Ophemiensis","6426","Oppem"
"Ophere","6418","Ophere"
"Opholen","6419","Opholen"
"opidi Kistpiber","0",""
"opidi Lovaniensis","2","Leuven"
"opidi Trajectensis","5375","Maastricht of Utrecht check"
"opido in Dacia","2604","Denmark"
"Opitter","6420","Opitter"
"Opleeuwe","3600","Gors-Opleeuw"
"Opliniensis","6422","Oplinter"
"Oplinter","6422","Oplinter"
"Oppensis","6427","Oppen"
"Opperbaensis","6432","Opprebais"
"Opperbaij","6432","Opprebais"
"Opperbaijensis","6432","Opprebais"
"Opperbais","6432","Opprebais"
"Opperbaix","6432","Opprebais"
"Opperbasiensis","6432","Opprebais"
"Opperbasio","0",""
"Oppetingensis","6429","Oppetingensis"
"Oppidi Sancti Huberti","550","Saint-Hubert"
"oppido Arragonis","1009","Aragon"
"Oppido Broniensi","0",""
"Oppido Sancti Viti","7299","Sankt Vith"
"Oppoliensis","6430","Oppoliensis"
"Oppravensis","6431","Oppravensis"
"Opprbagiensis","6432","Opprebais"
"Opprebagensis","6432","Opprebais"
"Opprebai","6432","Opprebais"
"Opprebais","6432","Opprebais"
"Opprebaix","6432","Opprebais"
"Opprebasiensis","6432","Opprebais"
"Oppulnensis","6425","Opole"
"Oprebaix","6432","Opprebais"
"Oprensis","6433","Oprensis"
"Opsinnich","7490","Sinnich"
"Opvelp","6435","Opvelp"
"Opwelen","6436","Opwelen"
"Opwijck","6437","Opwijk"
"Opwijk","6437","Opwijk"
"Opwyck","6437","Opwijk"
"Oquiriensis","2279","Chokier"
"Ora Teutonica","2649","Diets-Heur"
"Oranguiensis","6439","Orange"
"Oranius","6440","Oranius"
"Orb le Grand","6457","Orp-le-Grand"
"Orbais","475","Oorbeek"
"Orbaix","475","Oorbeek"
"Orbasensis","475","Oorbeek"
"Orbasiensis","475","Oorbeek"
"Orbay","475","Oorbeek"
"Orbe","6442","Orbe"
"Orbecensis","6443","Orbec"
"Orcadensis","6451","Orkneys"
"Orchiacensis","6444","Orchies"
"Orchiensis","6444","Orchies"
"Orchimont","6445","Orchimont"
"Orchimontensis","6445","Orchimont"
"Orchiniensis","6444","Orchies"
"Orchotanus","469","Oirschot"
"Orciacensis","6444","Orchies"
"Ordensis","4405","Hordenne"
"Oreil","6446","Oreil"
"Orensis","7091","Romaans-Heur"
"Orez","6305","Oerle"
"Orfu","6447","Orfü"
"Orgeau","6448","Orgeo"
"Orgee","6448","Orgeo"
"Orgeo","6448","Orgeo"
"Orgio","6448","Orgeo"
"Orienaelensis","0",""
"Oriensius","6449","Oriensius"
"oriundus","0",""
"oriundus de Buscoducis","546","'s-Hertogenbosch"
"oriundus de Fraxinis","208","Frasnes"
"oriundus de Lens","362","Lens"
"oriundus de Liefringen","5104","Lieferinge"
"oriundus de Meerl","5607","Meerle"
"oriundus de Nilo Sancti Martini","6176","Nil-Saint-Martin"
"oriundus de Thenis","621","Tienen"
"oriundus Lovanio","2","Leuven"
"oriundus Namurici commorans Lovanii","445","Namen"
"oriundus prope Diest","162","Diest"
"Ormegnies","6452","Ormeignies"
"Ormeignies","6452","Ormeignies"
"Ormignies","6452","Ormeignies"
"Ormoniensis","6453","Ormoniensis"
"Orniacensis","6455","Orniac"
"Oroir","6460","Orroir"
"Oronantensis","6456","Oronantensis"
"Orop le Grand","6457","Orp-le-Grand"
"Orp le Grand","6457","Orp-le-Grand"
"Orpiensis","6457","Orp-le-Grand"
"Orpiniensis","6459","Orpiniensis"
"Orroir","6460","Orroir"
"Orsbecanus","6461","Orsbecanus"
"Orschotanus","7","Aarschot"
"Orschottanus","469","Oirschot"
"Orschottensis","469","Oirschot"
"Orsmael","6463","Orsmaal[-Gussenhoven]"
"Orsmalensis","6462","Orsmaal"
"Orsmaliensis","484","Orsmaal-Gussenhoven"
"Orsoir Magno","0",""
"Ortanus","6464","Orta"
"Ortensis","6466","Ortensis"
"Ortho","6467","Ortho"
"Orz","6469","Orz"
"Orzele","6470","Orzele"
"Oscelaere","6386","Oostelaar"
"Osch","485","Oss"
"Osch de Grave","0",""
"Osch-Majoranus","485","Oss"
"Osdendaliensis","470","Oldenzaal"
"Osentdanus","476","Oostende"
"Osezelensis","6472","Osezelensis"
"Osguensis","6473","Osguensis"
"Osigne","6474","Osigne"
"Osmael","6462","Orsmaal"
"Osmaliensis","5999","multipel check"
"Osnaboriensis","6475","Osnabrück"
"Osnabrugensis","6475","Osnabrück"
"Osnaburgensis","6475","Osnabrück"
"Oso","6574","Ozo"
"Osogne","6484","Ossogne"
"Osoriensis","6476","Osraige"
"Ossemael","6479","Ossemael"
"Ossendalius","0",""
"Ossenissen","6482","Ossenisse"
"Ossensis","485","Oss"
"Ossigne","6483","Ossigne"
"Ossogne","6484","Ossogne"
"Ossoniensis","6484","Ossogne"
"Ossoriensis","6476","Osraige"
"Ostandenus","476","Oostende"
"Oste","4435","Hoste"
"Ostendamus","476","Oostende"
"Ostendanus","476","Oostende"
"Ostendensis","476","Oostende"
"Ostensis","476","Oostende"
"Oster","6486","Oster"
"Osterhautanus","477","Oosterhout"
"Osterholtanus","6487","Osterholtanus"
"Osterhoutanus","477","Oosterhout"
"Osterloo","6395","Oosterlo"
"Ostervecanus","6397","Oosterwijk"
"Osterwicanus","6397","Oosterwijk"
"Osterwyck","6397","Oosterwijk"
"Osthiege","6488","Ostiches"
"Osticensis","0",""
"Ostiche","6488","Ostiches"
"Ostmallensis","6405","Oostmalle"
"Ostmarsensis","482","Ootmarsum"
"Ostonis","6489","Ostonis"
"Ostratanus","295","Hoogstraten"
"Ostrewikanus","6397","Oosterwijk"
"Ostriwicanus","6397","Oosterwijk"
"Ostroutanus","6490","Ostroutanus"
"Otepp","6493","Oteppe"
"Othe","6494","Othée"
"Othensis","6494","Othée"
"Otiniensis","486","Ottignies"
"Otmacensis","482","Ootmarsum"
"Otmargiensis","6495","Otmargiensis"
"Otmariensis","482","Ootmarsum"
"Otmossensis","482","Ootmarsum"
"Otreppiensis","6493","Oteppe"
"Ottaensis","6496","Ottaensis"
"Ottebergensis","6497","Ottebergensis"
"Ottemen","6498","Ottemen"
"Ottenborgh","6499","Ottenburg"
"Ottengensis","486","Ottignies"
"Ottensis","6500","Ottensis"
"Otteppiensis","6493","Oteppe"
"Ottherensis","6501","Ottherensis"
"Ottignies","486","Ottignies"
"Ottonis","6504","Ottonis"
"Ouchiensis","6505","Ouche"
"Ouckene","6287","Ockene"
"Oude Tonge","488","Oude-Tonge"
"Oude Weetering","6513","Oude Wetering"
"Oudecapelle","489","Oudekapelle"
"Oudeghem","5999","multipel check"
"Oudemarensis","574","Sint-Omaars"
"Oudemburgensis","6519","Oudenburg"
"Oudenardensis","490","Oudenaarde"
"Oudenbosch","6518","Oudenbosch"
"Oudenbosche","6518","Oudenbosch"
"Oudenbossch","6518","Oudenbosch"
"Oudenbossensis","6518","Oudenbosch"
"Oudenburgensis","6519","Oudenburg"
"Oudenburghensis","6519","Oudenburg"
"Oudeng-Gognies","299","Houdeng-Gœgnies"
"Oudenghem","6522","Oudergem"
"Oudenhoven","6520","Oudenhove"
"Oudenhovensis","7506","Sint-Goriks-Oudenhove"
"Ouderghem","6522","Oudergem"
"Oudersalia","6525","Ouderseel"
"Oudetonge","488","Oude-Tonge"
"Oudetonghen","488","Oude-Tonge"
"Oudewater","6526","Oudewater"
"Oudewatere","6526","Oudewater"
"Oudezeele","6528","Oudezeele"
"Oudomarensis","574","Sint-Omaars"
"Oudt Turnhout","6510","Oud-Turnhout"
"Oudurp","6530","Oudorp"
"Ouenensis","0",""
"Ouensis","6531","Ouensis"
"Ouffiriensis","6532","Ouffiriensis"
"Ougies","6533","Ouges"
"Oulede","6535","Oulede"
"Oultre","492","Outer"
"Oultremont","491","Oultremont"
"Oumal","6536","Oumal"
"Oup le Grand","6457","Orp-le-Grand"
"Ourienne Sancti Gerconis","0",""
"Ourschotanus","469","Oirschot"
"Ourt","6538","Ourt"
"Ourte","6539","Ourthe"
"Ouselle","6303","Oensel"
"Ousiacensis","6540","Ousiacensis"
"Ousterwicanus","6397","Oosterwijk"
"Outgaerden","6541","Outgaarden"
"Outgeest","6302","Oegstgeest"
"Outhem Sancti Livini","566","Sint-Lievens-Houtem"
"Outhinlemont","4462","Houtain-le-Mont"
"Outingensis","488","Oude-Tonge"
"Outongensis","488","Oude-Tonge"
"Outréglise","1148","Autre-Église"
"Outtre","492","Outer"
"Outzevenaer","6511","Oud-Zevenaar"
"Ouverwinghe","6569","Overwinge"
"Ouwater","6526","Oudewater"
"Ouwerkerkanus","6544","Ouwerkerk"
"Ovanze","6546","Ovance"
"Ovechien","6547","Ovechien"
"Ovellet","6548","Ovellet"
"Oveloeij","0",""
"Oven","6549","Oven"
"Over","1152","Auvers-sur-Oise"
"Overbeke","6552","Overbeke"
"Overboelaere","6553","Overboelare"
"Overeisen","730","Overijse"
"Overeysche","730","Overijse"
"Overeyssche","730","Overijse"
"Overheembeek","6554","Overheembeek"
"Overheembeke","6554","Overheembeek"
"Overhespen","6555","Overhespen"
"Overhesten","6555","Overhespen"
"Overijsche","730","Overijse"
"Overijssche","730","Overijse"
"Overijssel","6557","Overijssel"
"Overiscanus","730","Overijse"
"Overlaer","6558","Overlaar"
"Overlangel","6559","Overlangel"
"Overmeer","6561","Overmeer"
"Overmeere","6561","Overmeer"
"Overmeert","6561","Overmeer"
"Overmeire","6561","Overmeer"
"Overmer","6562","Overmere"
"Overmiere","6561","Overmeer"
"Overnbeck","6551","Overbeek"
"Overpelt","6564","Overpelt"
"Overpeltanus","6564","Overpelt"
"Overpelten","6564","Overpelt"
"Overpeltensis","6564","Overpelt"
"Overpen","6564","Overpelt"
"Overslag","6567","Overslag"
"Overslagh","6567","Overslag"
"Overslaxche","6567","Overslag"
"Overwinde","6568","Overwinden"
"Overwinge","6569","Overwinge"
"Overwinghe","6569","Overwinge"
"Overyssche","730","Overijse"
"Ovin","6570","Ovin"
"Ovrloo","6571","Ovrloo"
"Oxelaere","6329","Okselaar"
"Oxoniensis","6572","Oxford"
"Oziensis","6574","Ozo"
"Pabulensis","6576","Pabulensis"
"Padebornensis","6577","Paderborn"
"Padeburnensis","6577","Paderborn"
"Paderano-Westphalus","6578","Paderborn-Westfalen"
"Paderanus","6577","Paderborn"
"Paderbonensis","6577","Paderborn"
"Paderbornensis","6577","Paderborn"
"Padiborna","6577","Paderborn"
"Pael","6575","Paal"
"Paemele","6590","Pamel"
"Paesschendaele","6606","Passendale"
"Pago Brychildiano","1334","Bauschleiden"
"Pago Claustriae","0",""
"Pago de Heym","0",""
"pago de Rechoom","0",""
"pago dicto Maillarti","0",""
"pago Stratensi","0",""
"Pairin","6579","Pairin"
"Palatinatu","7014","Rijnland-Palts"
"Palatinides","6580","Palatinides"
"Palatinides Russie (Polonus)","6725","Polen"
"palatinides Vilnensis","8404","Vilne"
"Palatinus","724","Germany"
"Palatinus Placensis","7014","Rijnland-Palts"
"Palentinensis","0",""
"Paliensis","6582","Paliensis"
"Palisiensis","6584","Palisiensis"
"Palizeux","6583","Paliseul"
"Pallastre","6585","Pallastre"
"Palle","6586","Palle"
"Pallisiensis","6584","Palisiensis"
"Paltensis","6588","Palten"
"Paludanus","4868","La Palud-sur-Verdon"
"Palusiensis","0",""
"Pamel","6590","Pamel"
"Pamelensis","6590","Pamel"
"Pamelius","6590","Pamel"
"Pamellensis","6590","Pamel"
"Pampelonensis","6591","Pamplona"
"Pannerden","6592","Pannerden"
"Panormitanus","6593","Panormitanus"
"Papaniensis","6594","Papaniensis"
"Papegnies","6595","Papegem"
"Papeignie","6595","Papegem"
"Papenhausen","493","Papenhausen"
"Papenije","6595","Papegem"
"Papiensis","6596","Papiensis"
"Papignie","6597","Papignie"
"Papignies","6598","Papignies"
"Papiniensis","0",""
"Papuelles","494","Papuelles"
"Parcensis","496","Park"
"Parcguiensis","496","Park"
"Parchensis","496","Park"
"Parck","496","Park"
"Parckensis","496","Park"
"Parco","6600","Parco"
"Paridiensis","495","Paris"
"Parisiensis","495","Paris"
"Parisius","495","Paris"
"parochia Forville","0",""
"parochia Sancti Petri sub Burburg","725","France"
"parochia Sancti Vedasti","0",""
"Parrensis","6601","Parrensis"
"Parrisiensis","495","Paris"
"Partensis","6602","Partensis"
"Parthensis","0",""
"Parthisiensi","6641","Perth"
"Partium Artesie","0",""
"partium Flandrie","8447","Vlaanderen"
"partium Frisie","3282","Friesland"
"partium Hollandie","4350","Holland"
"partium Wasie","8555","Waas"
"Parva Anghia","5065","Lettelingen"
"Parva Angia","5065","Lettelingen"
"Parva Engia","5065","Lettelingen"
"Parvi Rhodiensis","502","Petit-Rœulx"
"Parvi-Rodiensis","502","Petit-Rœulx"
"Parvihallensis","6603","Parvihallensis"
"Parviheltensis","6667","Petit-Hallet"
"Parvirodiensis","502","Petit-Rœulx"
"Parvirosetanus","6672","Petit-Rosière"
"Parviu Rhodiensis","502","Petit-Rœulx"
"Parvo Gelmen","4781","Klein-Gelmen"
"Parvo Haleo","6667","Petit-Hallet"
"Parvo Halet","6667","Petit-Hallet"
"Parvo Hallet","6667","Petit-Hallet"
"Parvo Quesnij","515","Quevy-le-Petit"
"Parvo Rhodio","6669","Petit-Reu"
"Parvo Rosello","0",""
"Parvo Warnie","0",""
"Parvontanus","6604","Parvontanus"
"Pasendalensis","6606","Passendale"
"Passaviensis","6605","Passau"
"Passchendaele","6606","Passendale"
"Passchendale","6606","Passendale"
"Pataviensis","742","Padua"
"patria Bekensi","50","Beek"
"patria Cliviensi","4780","Kleef"
"Patria Coloniesi","737","Cologne"
"Patria Cuijckensi","2494","Cuijk"
"Patria Leodiensi","392","Liège"
"patria Leodinsi","392","Liège"
"patria Limburgensi","377","Limburg"
"patria Luxemburgensi","5355","Luxembourg"
"Patria Luxemburgensis","0",""
"Patria Stabulensi","595","Stavelot"
"Patria Wazie","8555","Waas"
"patriae Juliacensis","0",""
"patriae Leodiensis","392","Liège"
"patrie Brabantie","1905","Brabant"
"patrie Clivensis","4780","Kleef"
"patrie Flandrie","8447","Vlaanderen"
"patrie Hannonie","4144","Henegouwen"
"patrie Hannonis","4144","Henegouwen"
"patrie Hollandie","748","Netherlands"
"patrie Leodiensis","392","Liège"
"patrie Namurcensis","445","Namen"
"patrie Sabaudie","7323","Savoye"
"patrie Wasie","8555","Waas"
"patrie Zelandie","9008","Zeeland"
"Patritius Bononiensis","1852","Boulogne-sur-Mer"
"Pattignie","6607","Patignies"
"Paturage","497","Pâturages"
"Paturage de Jarignon","3699","Grignon"
"Paturages","497","Pâturages"
"Paulathem","6608","Paulatem"
"Paulensis","6609","Paule"
"Paulohaniensis","6610","Paulohaniensis"
"Paulopolaeus","6611","Paulopolaeus"
"Paviensis","6612","Pavie"
"Peaubruchiensis","6613","Peaubruchiensis"
"Pechan","6614","Pêchant"
"Pechant","6614","Pêchant"
"Pechaut","6614","Pêchant"
"Pechensis","6616","Pecq"
"Peckonmiensis","6615","Peckonmiensis"
"Pedemontanus","6687","Piedmont"
"Pedomontensi","6617","Pedemonte"
"Peef","6618","Peef"
"Peel","6619","Peel"
"Peelensis","6619","Peel"
"Peene","6620","Peene"
"Peer","498","Peer"
"Peeranus","498","Peer"
"Peerensis","498","Peer"
"Peetersalmensis","6691","Pietersheim"
"Peetrin","6693","Piétrain"
"Pegensis","6622","Pegensis"
"Peischant","6623","Peissant"
"Peissant","6623","Peissant"
"Pelaine","499","Pellen"
"Pelenne","499","Pellen"
"Pellaine","499","Pellen"
"Pellaines","499","Pellen"
"Pelleberkensis","6624","Pellenberg"
"Pellemberghe","6624","Pellenberg"
"Pellenbergensis","6624","Pellenberg"
"Pellennes","499","Pellen"
"Pellensis","499","Pellen"
"Pelstaven","6625","Pelstaven"
"Pelt","6626","Pelt"
"Pelt superiori","6564","Overpelt"
"Peltanus","6626","Pelt"
"Peltaus","6563","Overpelt of Neerpelt check"
"Peltensis","6626","Pelt"
"Pelttensis","6564","Overpelt"
"Pemereliensis","6627","Pemereliensis"
"Pemeriensis","498","Peer"
"Pemretensis","6628","Pemretensis"
"Pepingen","6629","Pepingen"
"Pepingensis","6629","Pepingen"
"Pepinghe","6629","Pepingen"
"Pepinghen","6629","Pepingen"
"Pepinghensis","6629","Pepingen"
"Pepiniensis","6629","Pepingen"
"Peranus","498","Peer"
"Perceriensis","6630","Perche"
"Perck","6635","Perk"
"Perelle","6631","Perelle"
"Perensis","498","Peer"
"Perewelz","500","Péruwelz"
"Perewetensis","6646","Perwez of Perwijs of Péruwelz check"
"Pergensis Tornacesio","168","Doornik"
"Peringus","6633","Peringus"
"Perinsius","6634","Perinsius"
"Pernerensis","6636","Pernerensis"
"Pero in champs","0",""
"Peronensis","6637","Péronne"
"Peroniensis","6637","Péronne"
"Peronne","6637","Péronne"
"Péronne","6637","Péronne"
"Peronnensis","6637","Péronne"
"Perpinianensis","6638","Perpignan"
"Perrei","6639","Perrei"
"Perrewet","6640","Perrewet"
"Perue","500","Péruwelz"
"Peruensis","500","Péruwelz"
"Perutensis","500","Péruwelz"
"Perutenus","6646","Perwez of Perwijs of Péruwelz check"
"Peruvetensis","6646","Perwez of Perwijs of Péruwelz check"
"Peruwe","500","Péruwelz"
"Peruwecensis","6646","Perwez of Perwijs of Péruwelz check"
"Peruwels","500","Péruwelz"
"Peruweltz","500","Péruwelz"
"Peruwelz","500","Péruwelz"
"Peruwes","500","Péruwelz"
"Peruwetanus","6646","Perwez of Perwijs of Péruwelz check"
"Peruwetensis","6646","Perwez of Perwijs of Péruwelz check"
"Peruwetz","500","Péruwelz"
"Peruwetzo","500","Péruwelz"
"Peruwez","500","Péruwelz"
"Peruwtanus","6646","Perwez of Perwijs of Péruwelz check"
"Perve","6642","Perve"
"Pervee","6646","Perwez of Perwijs of Péruwelz check"
"Pervensis","6646","Perwez of Perwijs of Péruwelz check"
"Pervetanus","6646","Perwez of Perwijs of Péruwelz check"
"Pervetenis","6646","Perwez of Perwijs of Péruwelz check"
"Pervetensis","6646","Perwez of Perwijs of Péruwelz check"
"Pervez","6646","Perwez of Perwijs of Péruwelz check"
"Pervuetana","6646","Perwez of Perwijs of Péruwelz check"
"Pervyse","6643","Pervijze"
"Perwanus","6646","Perwez of Perwijs of Péruwelz check"
"Perwardiensis","6644","Perwardiensis"
"Perwe","6646","Perwez of Perwijs of Péruwelz check"
"Perwels","6646","Perwez of Perwijs of Péruwelz check"
"Perwelz","6646","Perwez of Perwijs of Péruwelz check"
"Perwensis","6646","Perwez of Perwijs of Péruwelz check"
"Perwes","6646","Perwez of Perwijs of Péruwelz check"
"Perwetanus","6646","Perwez of Perwijs of Péruwelz check"
"Perwetensis","6646","Perwez of Perwijs of Péruwelz check"
"Perweto","6646","Perwez of Perwijs of Péruwelz check"
"Perwez","6646","Perwez of Perwijs of Péruwelz check"
"Pesanus","6648","Pesanus"
"Peschant","6649","Peschant"
"Peschantensis","6647","Pesant"
"Peschart","6650","Peschart"
"Pesche","6651","Pesche"
"Pescres","6652","Pescres"
"Pesinis","0",""
"Pessantinus","6647","Pesant"
"Pessou","6653","Pessou"
"Peteghem","6656","Petegem-aan-de-Leie"
"Petegni","6658","Petegni"
"Peteignes","6659","Peteignes"
"Petensemensis","6657","Petegem-Deinze"
"Peterbaij","6660","Peterbaij"
"Peterburgensis","7541","Sint-Petersburg"
"Petersem","6661","Petersem"
"Petersheim","6691","Pietersheim"
"Petignie","6664","Petigny"
"Petignies","6664","Petigny"
"Petignij","6664","Petigny"
"Petignis","6663","Petignis"
"Petillez","6665","Petillez"
"Petit Goir","0",""
"Petit Halet","6667","Petit-Hallet"
"Petit Hallen","0",""
"Petit Hallet","6667","Petit-Hallet"
"Petit Quevij","515","Quevy-le-Petit"
"Petit Reu","502","Petit-Rœulx"
"Petit Reux","502","Petit-Rœulx"
"Petit Roe","502","Petit-Rœulx"
"Petit Roëux","502","Petit-Rœulx"
"Petit Rosiere","5999","multipel check"
"Petite Angienne","5065","Lettelingen"
"Petite Rosiere","5999","multipel check"
"Petran","6673","Petrem"
"Petrebasiensis","6694","Piétrebais"
"Petrebay","6694","Piétrebais"
"Petremeau","6674","Petremeau"
"Petrensis","0",""
"Petri","0",""
"Petripolitanus","6689","Pierreville"
"Petromonanus","6675","Petromonanus"
"Petropolensis","6676","Petropolensis"
"Petropolitanus","596","Steendorp"
"Pettenij","6677","Petten"
"Pettigni","6664","Petigny"
"Pettineij","6678","Pettineij"
"Peumereulensis","6735","Pommerœul"
"Peumereutensis","6735","Pommerœul"
"Peurs","512","Puurs"
"Peut du Loup","6742","Pont-de Loup"
"Peuthij","6679","Peutie"
"Peutinger","0",""
"Phalaijx","3092","Fallais"
"Philippeville","6680","Philippeville"
"Philippine","6681","Philippine"
"Philippipolensis","6680","Philippeville"
"Philippipolitanus","6680","Philippeville"
"Philippo-burgensis","6680","Philippeville"
"Philippolitanus","6680","Philippeville"
"Philippopelitanus","6680","Philippeville"
"Philippopolitanus","6680","Philippeville"
"Philippoponensis","6680","Philippeville"
"Philipstoniensis","6682","Philipstown"
"Phocensis","6683","Phocensis"
"Phrijsius","3282","Friesland"
"Phrijso","3282","Friesland"
"Phrisa","3282","Friesland"
"Phrisia","3282","Friesland"
"Phrisia occidica","3282","Friesland"
"Phrisie","3282","Friesland"
"Phrisii","3282","Friesland"
"Phrisius","3282","Friesland"
"Phrisius Occidentalis","3282","Friesland"
"Phriso","3282","Friesland"
"Phrisones","3282","Friesland"
"Phrisyus","3282","Friesland"
"Phrizo","3282","Friesland"
"Phrysii","3282","Friesland"
"Phrysius","3282","Friesland"
"Phrysius Occidicus","3282","Friesland"
"Phumosiensis","6684","Phumosiensis"
"Phuonicus","6685","Phuonicus"
"Picardus","6686","Picardië"
"Piccardus","6686","Picardië"
"Pickendorff","1584","Bickendorf"
"Pictaviensis","6723","Poitiers"
"Picthaviensis","6723","Poitiers"
"Pietoniensis","6692","Piéton"
"Pietrain","6673","Petrem"
"Pietrebais","6694","Piétrebais"
"Pietrebaix","6694","Piétrebais"
"Pietremaux","6690","Pietermaai"
"Pietremeau","6690","Pietermaai"
"Pietrensis","6693","Piétrain"
"Piettrensis","6693","Piétrain"
"Pijnacer","504","Pijnacker"
"Pijnacker","504","Pijnacker"
"Pikensis","6695","Pikensis"
"Pilderbos","6812","Pulderbos"
"Pinche","6697","Pinche"
"Pinsianus","6699","Pinsianus"
"Pipain","6700","Pipaix"
"Pipaix","6700","Pipaix"
"Pipaux","6700","Pipaix"
"Pirensis","498","Peer"
"Pirvetanus","6646","Perwez of Perwijs of Péruwelz check"
"Pisanus","6701","Pisa"
"Pissing","6702","Pissing"
"Pitgamiensis","6703","Pitgam"
"Pitrain","6673","Petrem"
"Pitrensis","6704","Pitrensis"
"Pittem","506","Pittem"
"Pittensis","506","Pittem"
"Pitthem","506","Pittem"
"Placentinus","6706","Placentinus"
"Plancennoot","6708","Plancenoit"
"Plante","6709","Plante"
"Plarsnois","6708","Plancenoit"
"Platelensis","6710","Platelensis"
"Pleneva","6711","Pleneva"
"Plenevaux","6707","Plainevaux"
"Plisna","505","Pilsen"
"Ploensis","6712","Plön"
"Pocque","6713","Pocque"
"Podellensis","6714","Podellensis"
"Poederle","6716","Poederlee"
"Poederlé","6716","Poederlee"
"Poeldijck","6719","Poeldijk"
"Poilensis","6722","Poilensis"
"Polanus","6725","Polen"
"Polariensis","6728","Pollare"
"Polinensis","6727","Polina"
"Pollaerde","6728","Pollare"
"Polleur","6729","Polleur"
"Pollinchoven","6730","Pollinkhove"
"Pollynxhoven","6730","Pollinkhove"
"Polonus","6725","Polen"
"Polynniacensis","6731","Polynniacensis"
"Pomelle","6732","Pomelle"
"Pomeranus","6734","Pomerania"
"Pomereau","6735","Pommerœul"
"Pomerel","6735","Pommerœul"
"Pomereul","6735","Pommerœul"
"Pomereulz","6735","Pommerœul"
"Pomerieul","6735","Pommerœul"
"Pomeroeal","6735","Pommerœul"
"Pomeroel","6735","Pommerœul"
"Pomeroeul","6735","Pommerœul"
"Pomerœul","6735","Pommerœul"
"Pommeroeil","6735","Pommerœul"
"Pomreuliensis","6735","Pommerœul"
"Pomreulx","6735","Pommerœul"
"Pondelou","6743","Pont-de-Loup"
"Ponderlé","6716","Poederlee"
"Ponderomme","507","Pondrôme"
"Ponderou","6737","Ponderou"
"Pondrom","507","Pondrôme"
"Pondromme","507","Pondrôme"
"Pondronensis","507","Pondrôme"
"Pondrosmse","507","Pondrôme"
"Ponsin","6736","Poncin"
"Pont à Celle","6739","Pont-à-Celles"
"Pontacelle","6739","Pont-à-Celles"
"Pontamousanus","6740","Pont-a-Mousson"
"Pontanensis","6747","Pontanensis"
"Pontaniensis","6756","Pontoon"
"Pontclupensis","6743","Pont-de-Loup"
"Ponte a Celle","6739","Pont-à-Celles"
"Ponteloup","6743","Pont-de-Loup"
"Pontelupensis","6743","Pont-de-Loup"
"Pontenensis","6756","Pontoon"
"Pontensis","6750","Pontensis"
"Ponterommanus","6745","Pont-Romain"
"Ponterupensis","6751","Ponterupensis"
"Pontho","6752","Ponthoz"
"Ponti-Romanus","6745","Pont-Romain"
"Pontillias","6753","Pontillas"
